Company Name,GPM PROPERTY MANAGEMENT
Phone Number,734-287-6619
Source,Purchase Details
Date Range,2024-08-21 to 2026-09-21
Export Date,September-21-2026 13:01:39


Date,Store Number,Transaction Id,Register Number,Job Name,SKU Number,SKU Description,Quantity,Original Unit Price,Department Name,Class Name,Subclass Name,Program Discount Amount,Program Discount Indicator,Other Discount Amount,Extended Retail (before discount),Net Unit Price,Company Name
2025-02-21,2710,2822,12,115213,762673,"2""X3"" ALUM ELBOW A - WHITE",2,$-4.98,BLDG. MATERIALS,,,$0.000000,,$0.00,$-9.96,$-9.96,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,738883,1QT QUIKRETE CRACK SEAL,1,$-12.98,BLDG. MATERIALS,CONCRETE,CONCRETE REPAIR,$0.000000,,$1.30,$-11.68,$-11.68,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,1003186270,WSTR SUPER FAB 9 X 1 1/4 IN KNIT ROL,1,$-6.17,PAINT,APPLICATORS,BETTER ROLLER COVERS,$0.000000,,$0.49,$-5.68,$-5.68,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,472476,"2""X1-1/2"" DWV REDUCER/INCREASER HXH",1,$-2.24,PLUMBING,PIPE AND FITTINGS,DWV FITTINGS,$0.000000,,$0.34,$-1.90,$-1.90,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,411925,"15"" WHT STEEL BASEBOARD DIFFUSER",1,$-17.97,PLUMBING,AIR CIRCULATION/ACCES.,REGISTER/GRILLS,$0.000000,,$2.88,$-15.09,$-15.09,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,687642,1 in. x 4 in. x 8 ft,1,$-2.18,LUMBER,BOARDS,FURRING,$0.000000,,$0.15,$-2.03,$-2.03,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,1001541818,48 in. x 84 in. Char,1,$-11.98,MILLWORK,GLASS/SCREEN,SCREEN,$0.000000,,$0.00,$-11.98,$-11.98,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,268569,White Aluminum Downs,1,$-1.58,BLDG. MATERIALS,,,$0.000000,,$0.00,$-1.58,$-1.58,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,221146,5/16 in. x 36 in. Wh,1,$-12.28,MILLWORK,GLASS/SCREEN,SCREEN,$0.000000,,$0.00,$-12.28,$-12.28,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,641344,"1-1/2"" DWV EL 22-1/2DEG HXH",1,$-2.44,PLUMBING,PIPE AND FITTINGS,DWV FITTINGS,$0.000000,,$0.37,$-2.07,$-2.07,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,288036,1/4 in. x 6 in. x 4,1,$-7.62,LUMBER,BOARDS,HARDWOOD,$0.000000,,$0.53,$-7.09,$-7.09,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,103780,"3/4"" BLK CAP",1,$-1.86,PLUMBING,PIPE AND FITTINGS,BLACK FITTING,$0.000000,,$0.19,$-1.67,$-1.67,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,641389,"1-1/2"" DWV EL 60DEG HXH",1,$-2.99,PLUMBING,PIPE AND FITTINGS,DWV FITTINGS,$0.000000,,$0.44,$-2.55,$-2.55,GPM PROPERTY MANAGEMENT
2025-02-21,2710,2822,12,115213,1003545329,DYNAFLEX ULTRA 10.1 OZ BROWN ADVANCE,2,$-8.78,PAINT,CAULKS,LATEX,$0.000000,,$0.88,$-16.68,$-16.68,GPM PROPERTY MANAGEMENT
2025-02-20,2709,1649,51,115048,827149,DRYWALL SC,1,$1.38,HARDWARE,FASTENERS,BAG GOOD FASTENERS,$0.000000,,$0.00,$1.38,$1.38,GPM PROPERTY MANAGEMENT
2025-02-20,2709,1649,51,115048,827149,DRYWALL SC,1,$1.38,HARDWARE,FASTENERS,BAG GOOD FASTENERS,$0.000000,,$0.00,$1.38,$1.38,GPM PROPERTY MANAGEMENT
2025-02-20,2709,1649,51,115048,1005143243,"STANLEY 1/4"" X 4"" SLOTTED SCREWDRIVE",1,$1.29,HARDWARE,HAND TOOLS,SCREW DRIVERS,$0.000000,,$0.00,$1.29,$1.29,GPM PROPERTY MANAGEMENT
2025-02-20,2701,7486,2,114893,347154,1X2X8PRIME,1,$5.98,LUMBER,BOARDS,TRIM BOARDS,$0.000000,,$-0.30,$5.68,$5.68,GPM PROPERTY MANAGEMENT
2025-02-20,2701,7486,2,114893,347154,1X2X8PRIME,1,$5.98,LUMBER,BOARDS,TRIM BOARDS,$0.000000,,$-0.30,$5.68,$5.68,GPM PROPERTY MANAGEMENT
2025-02-20,2701,7486,2,114893,1004080117,SHIPLAPPANEL,1,$34.98,MILLWORK,PANELING,WOOD PANELING,$0.000000,,$0.00,$34.98,$34.98,GPM PROPERTY MANAGEMENT
2025-02-20,2701,7486,2,114893,347154,1X2X8PRIME,1,$5.98,LUMBER,BOARDS,TRIM BOARDS,$0.000000,,$-0.30,$5.68,$5.68,GPM PROPERTY MANAGEMENT
2025-02-20,6821,8368,61,115377,589719,DELTA SPRAY AND HOSE ASSEMBLY,1,$27.98,PLUMBING,PLUMBING REPAIR & REPLAC,FAUCET REPAIR & REPLACE,$0.000000,,$-1.40,$26.58,$26.58,GPM PROPERTY MANAGEMENT
2025-02-20,2781,9952,7,115144 SNOWDEN,847703,"3"" DWV 90 DEG VENT EL HXH",1,$12.91,PLUMBING,PIPE AND FITTINGS,DWV FITTINGS,$0.000000,,$-1.94,$10.97,$10.97,GPM PROPERTY MANAGEMENT
2025-02-20,2781,9952,7,115144 SNOWDEN,417725,HAIR/GREASE DRAIN OPENER 33.8 OZ,1,$9.48,PLUMBING,PLUMBING REPAIR & REPLAC,DRAIN OPENERS/CHEMICAL,$0.000000,,$0.00,$9.48,$9.48,GPM PROPERTY MANAGEMENT
2025-02-20,2781,9952,7,115144 SNOWDEN,189340,"2"" DWV EL 45DEG HXH",1,$2.43,PLUMBING,PIPE AND FITTINGS,DWV FITTINGS,$0.000000,,$-0.36,$2.07,$2.07,GPM PROPERTY MANAGEMENT
2025-02-20,2781,9952,7,115144 SNOWDEN,233838,"3""X2"" DWV REDUCER/INCREASER HXH",1,$7.36,PLUMBING,PIPE AND FITTINGS,DWV FITTINGS,$0.000000,,$-1.10,$6.26,$6.26,GPM PROPERTY MANAGEMENT
2025-02-20,2781,9952,7,115144 SNOWDEN,189197,"3"" DWV FEMALE ADAPTER HXFPT",1,$7.67,PLUMBING,PIPE AND FITTINGS,DWV FITTINGS,$0.000000,,$-1.15,$6.52,$6.52,GPM PROPERTY MANAGEMENT
2025-02-20,2781,9952,7,115144 SNOWDEN,189685,"2"" DWV SANI TEE HXHXH",1,$4.21,PLUMBING,PIPE AND FITTINGS,DWV FITTINGS,$0.000000,,$-0.63,$3.58,$3.58,GPM PROPERTY MANAGEMENT
2025-02-20,2781,9952,7,115144 SNOWDEN,210235,RIDGID 25' POWER SPIN DRAIN GUN,1,$49.98,PLUMBING,PLUMBING REPAIR & REPLAC,AUGERS/PLUNGERS,$0.000000,,$-5.00,$44.98,$44.98,GPM PROPERTY MANAGEMENT
2025-02-20,2781,9952,7,115144 SNOWDEN,189286,"3"" DWV CLEANOUT PLUG MPT",1,$2.97,PLUMBING,PIPE AND FITTINGS,DWV FITTINGS,$0.000000,,$-0.45,$2.52,$2.52,GPM PROPERTY MANAGEMENT
2025-02-20,2781,9952,7,115144 SNOWDEN,472476,"2""X1-1/2"" DWV REDUCER/INCREASER HXH",1,$2.32,PLUMBING,PIPE AND FITTINGS,DWV FITTINGS,$0.000000,,$-0.35,$1.97,$1.97,GPM PROPERTY MANAGEMENT
2025-02-20,2781,9952,7,115144 SNOWDEN,233838,"3""X2"" DWV REDUCER/INCREASER HXH",1,$7.36,PLUMBING,PIPE AND FITTINGS,DWV FITTINGS,$0.000000,,$-1.10,$6.26,$6.26,GPM PROPERTY MANAGEMENT
2025-02-20,2781,9952,7,115144 SNOWDEN,288126,"3""X2"" DWV WYE HXHXH",1,$10.25,PLUMBING,PIPE AND FITTINGS,DWV FITTINGS,$0.000000,,$-1.54,$8.71,$8.71,GPM PROPERTY MANAGEMENT
2025-02-20,6821,8367,61,winterize stock,485367,"5""X1000' STRETCH WRAP",1,$11.98,WALL&FLOOR COVER.,FRAME SHOP,,$0.000000,,$0.00,$11.98,$11.98,GPM PROPERTY MANAGEMENT
2025-02-20,2707,7089,61,114997,1009458754,2INX36IN SPICE ALUMINUM CARPET TRIM,1,$10.98,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.32,$9.66,$9.66,GPM PROPERTY MANAGEMENT
2025-02-20,2707,7089,61,114997,1004088920,LOCTITE POWER GRAB ULT CLEAR 9 OZ,1,$12.98,PAINT,CONSTRUCTION ADHESIVE,GEN PURPOSE-HEAVY DUTY,$0.000000,,$-0.91,$12.07,$12.07,GPM PROPERTY MANAGEMENT
2025-02-20,2709,1647,51,115048,193181,FLEX-A-SPOUT EXTENSION - WHITE,1,$8.98,BLDG. MATERIALS,,,$0.000000,,$0.00,$8.98,$8.98,GPM PROPERTY MANAGEMENT
2025-02-20,2709,1647,51,115048,753709,ALEX FAST DRY WHITE 10.1 OZ,1,$4.28,PAINT,CAULKS,LATEX,$0.000000,,$-0.21,$4.07,$4.07,GPM PROPERTY MANAGEMENT
2025-02-20,2709,1647,51,115048,265535,WIRE BRADS 17X1,1,$2.18,HARDWARE,FASTENERS,FINISH & BRAD NAILS,$0.000000,,$-0.26,$1.92,$1.92,GPM PROPERTY MANAGEMENT
2025-02-20,2709,1647,51,115048,820356,MULTI-APP CVR FLAT VERT GRAY,1,$4.76,ELECTRICAL,CONDUIT/BOXES/FITTINGS,METAL WEATHERPROOF,$0.000000,,$0.00,$4.76,$4.76,GPM PROPERTY MANAGEMENT
2025-02-20,2709,1647,51,115048,567308,"WIRE NAILS STAINLESS #16X1-1/4""",1,$2.68,HARDWARE,FASTENERS,FINISH & BRAD NAILS,$0.000000,,$-0.32,$2.36,$2.36,GPM PROPERTY MANAGEMENT
2025-02-20,2709,1647,51,115048,193181,FLEX-A-SPOUT EXTENSION - WHITE,1,$8.98,BLDG. MATERIALS,,,$0.000000,,$0.00,$8.98,$8.98,GPM PROPERTY MANAGEMENT
2025-02-20,2709,1647,51,115048,453217,ACR24X18X.09,1,$18.98,MILLWORK,GLASS/SCREEN,ACRYLIC SHEETS,$0.000000,,$0.00,$18.98,$18.98,GPM PROPERTY MANAGEMENT
2025-02-20,2718,4548,1,115209,588619,HNDRAIL PI,10,$4.54,MILLWORK,MOULDINGS,SOFTWOOD SOLID,$0.000000,,$-4.60,$40.80,$40.80,GPM PROPERTY MANAGEMENT
2025-02-20,2718,4548,1,115209,1002861383,ECS (40W) A19 SMT BW 4PK DIM,1,$8.98,ELECTRICAL,LIGHT BULBS,,$0.000000,,$-0.81,$8.17,$8.17,GPM PROPERTY MANAGEMENT
2025-02-20,2718,4548,1,115209,480786,"BRACKET, HANDRAIL_SN",1,$3.93,HARDWARE,BUILDER'S HARDWARE,HOBBY/HANDRAIL,$0.000000,,$-0.47,$3.46,$3.46,GPM PROPERTY MANAGEMENT
2025-02-20,2718,4548,1,115209,456077,ECON 2.0 FLAT BASIC BRUSH,1,$3.48,PAINT,APPLICATORS,ECONOMY/UTILITY BRUSHES,$0.000000,,$-0.21,$3.27,$3.27,GPM PROPERTY MANAGEMENT
2025-02-20,2718,4548,1,115209,480786,"BRACKET, HANDRAIL_SN",1,$3.93,HARDWARE,BUILDER'S HARDWARE,HOBBY/HANDRAIL,$0.000000,,$-0.47,$3.46,$3.46,GPM PROPERTY MANAGEMENT
2025-02-20,2718,4548,1,115209,606814,GLID PREM INT EGG PURE WHITE 31OZ,1,$12.48,PAINT,INTERIOR PAINT,QUARTS & SMALLER SIZES,$-2.500000,,$0.00,$9.98,$9.98,GPM PROPERTY MANAGEMENT
2025-02-20,2718,4548,1,115209,727000,"GRK FIN/TRIM SCREW 8X1-1/2"" 100PK",1,$9.98,HARDWARE,FASTENERS,AVAILABLE,$0.000000,,$-1.20,$8.78,$8.78,GPM PROPERTY MANAGEMENT
2025-02-20,2718,4548,1,115209,328448,ALEX PAINTERS WHITE 10.1 OZ,1,$2.58,PAINT,CAULKS,LATEX,$0.000000,,$-0.13,$2.45,$2.45,GPM PROPERTY MANAGEMENT
2025-02-20,2718,4548,1,115209,165360,2X2-8 WW,1,$2.58,LUMBER,BOARDS,FURRING,$0.000000,,$-0.18,$2.40,$2.40,GPM PROPERTY MANAGEMENT
2025-02-20,2718,4548,1,115209,480786,"BRACKET, HANDRAIL_SN",1,$3.93,HARDWARE,BUILDER'S HARDWARE,HOBBY/HANDRAIL,$0.000000,,$-0.47,$3.46,$3.46,GPM PROPERTY MANAGEMENT
2025-02-20,2701,7485,2,TRUCK,1007030635,SPLASH -30,1,$3.97,HARDWARE,GARAGE/AUTOMOTIVE,CLEANING,$0.000000,,$0.00,$3.97,$3.97,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2888,61,winterize stock,1009231767,1006931619,1,$7.98,HARDWARE,GARAGE/AUTOMOTIVE,,$0.000000,,$0.00,$7.98,$7.98,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2888,61,winterize stock,1009231767,1006931619,1,$7.98,HARDWARE,GARAGE/AUTOMOTIVE,,$0.000000,,$0.00,$7.98,$7.98,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2888,61,winterize stock,1009231767,1006931619,1,$7.98,HARDWARE,GARAGE/AUTOMOTIVE,,$0.000000,,$0.00,$7.98,$7.98,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2888,61,winterize stock,1009231767,1006931619,1,$7.98,HARDWARE,GARAGE/AUTOMOTIVE,,$0.000000,,$0.00,$7.98,$7.98,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2888,61,winterize stock,1009231767,1006931619,1,$7.98,HARDWARE,GARAGE/AUTOMOTIVE,,$0.000000,,$0.00,$7.98,$7.98,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2888,61,winterize stock,1009231767,1006931619,1,$7.98,HARDWARE,GARAGE/AUTOMOTIVE,,$0.000000,,$0.00,$7.98,$7.98,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2888,61,winterize stock,1009231767,1006931619,1,$7.98,HARDWARE,GARAGE/AUTOMOTIVE,,$0.000000,,$0.00,$7.98,$7.98,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2888,61,winterize stock,1009231767,1006931619,1,$7.98,HARDWARE,GARAGE/AUTOMOTIVE,,$0.000000,,$0.00,$7.98,$7.98,GPM PROPERTY MANAGEMENT
2025-02-20,2781,784,52,115115,624845,"E/O MD 36"" TRIPLE FIN VYL DR SWP-WH",1,$9.93,HARDWARE,BUILDER'S HARDWARE,THRESHOLDS,$0.000000,,$-0.99,$8.94,$8.94,GPM PROPERTY MANAGEMENT
2025-02-20,2789,1800,61,115418,182087,"1"" GAL PLUG",1,$1.89,PLUMBING,PIPE AND FITTINGS,GALVANIZED FITTINGS,$0.000000,,$-0.19,$1.70,$1.70,GPM PROPERTY MANAGEMENT
2025-02-20,2789,1800,61,115418,1009231769,1005010818,1,$3.98,HARDWARE,GARAGE/AUTOMOTIVE,,$0.000000,,$0.00,$3.98,$3.98,GPM PROPERTY MANAGEMENT
2025-02-20,2789,1800,61,115418,1009231769,1005010818,1,$3.98,HARDWARE,GARAGE/AUTOMOTIVE,,$0.000000,,$0.00,$3.98,$3.98,GPM PROPERTY MANAGEMENT
2025-02-20,2789,1800,61,115418,1009231769,1005010818,1,$3.98,HARDWARE,GARAGE/AUTOMOTIVE,,$0.000000,,$0.00,$3.98,$3.98,GPM PROPERTY MANAGEMENT
2025-02-20,2789,1800,61,115418,182079,"3/4"" GAL PLUG",1,$1.59,PLUMBING,PIPE AND FITTINGS,GALVANIZED FITTINGS,$0.000000,,$-0.16,$1.43,$1.43,GPM PROPERTY MANAGEMENT
2025-02-20,2731,7496,97,115213,1006808448,White Cordless Light,1,$9.98,WINDOW/WALL,HARD WINDOW COVERINGS,VINYL STOCK,$0.000000,,$-2.00,$7.98,$7.98,GPM PROPERTY MANAGEMENT
2025-02-20,2731,7496,97,115213,1003545329,DYNAFLEX ULTRA 10.1 OZ BROWN ADVANCE,2,$8.78,PAINT,CAULKS,LATEX,$0.000000,,$-0.88,$16.68,$16.68,GPM PROPERTY MANAGEMENT
2025-02-20,2731,7496,97,115213,1005654026,"1-3/8""X6"" EB GALV TOP RAIL SLEEVE",1,$4.31,BLDG. MATERIALS,FENCING,CHAIN LINK,$0.000000,,$-0.43,$3.88,$3.88,GPM PROPERTY MANAGEMENT
2025-02-20,2731,7496,97,115213,107971,6X36 GS TM ALLURE CHERRY RES 24 SF,1,$47.76,WALL&FLOOR COVER.,VINYL PLANK,VNYL GSP/TL,$0.000000,,$-3.34,$44.42,$44.42,GPM PROPERTY MANAGEMENT
2025-02-20,2731,7496,97,115213,447595,STOPS RUST FLAT WHITE,1,$6.48,PAINT,SPRAY PAINT,RUST PREVENTATIVE,$0.000000,,$0.00,$6.48,$6.48,GPM PROPERTY MANAGEMENT
2025-02-20,2731,7496,97,115213,307640,6 in. x 10 ft. Alumi,1,$10.72,BLDG. MATERIALS,,,$0.000000,,$-1.82,$8.90,$8.90,GPM PROPERTY MANAGEMENT
2025-02-20,2731,7496,97,115213,1000994482,LINZER 9 IN PET TRAY LINER WHITE 1PK,1,$0.98,PAINT,APPLICATORS,TRAYS / LINERS,$0.000000,,$-0.06,$0.92,$0.92,GPM PROPERTY MANAGEMENT
2025-02-20,2731,7496,97,115213,1005653972,"1-3/8""X10' 6"" 17G EB GALV TOP RAIL",1,$21.97,BLDG. MATERIALS,FENCING,CHAIN LINK,$0.000000,,$-2.20,$19.77,$19.77,GPM PROPERTY MANAGEMENT
2025-02-20,2731,7496,97,115213,1003828014,KILZ ORIG INT/EXT PRMR 10984 32 OZ,1,$19.98,PAINT,PRIMERS,QUARTS & SMALLER SIZES,$0.000000,,$0.00,$19.98,$19.98,GPM PROPERTY MANAGEMENT
2025-02-20,2707,7418,63,114997,405647,"3/8""ODX7/8""BCX12"" BRAID TLT SUP LINE",1,$5.30,PLUMBING,PIPE AND FITTINGS,VALVE & SUPPLY LINES,$0.000000,,$-0.37,$4.93,$4.93,GPM PROPERTY MANAGEMENT
2025-02-20,2707,7418,63,114997,256462,#3 WAX RING WITH BOLTS,1,$5.98,PLUMBING,PLUMBING REPAIR & REPLAC,TOILET REPAIR & REPLACE,$0.000000,,$-0.48,$5.50,$5.50,GPM PROPERTY MANAGEMENT
2025-02-20,2707,7418,63,114997,560640,10LB QUIKRETE WATERSTOP CEMENT,1,$13.98,BLDG. MATERIALS,CONCRETE,CONCRETE REPAIR,$0.000000,,$-1.40,$12.58,$12.58,GPM PROPERTY MANAGEMENT
2025-02-20,2707,7418,63,114997,107971,6X36 GS TM ALLURE CHERRY RES 24 SF,1,$47.76,WALL&FLOOR COVER.,VINYL PLANK,VNYL GSP/TL,$0.000000,,$-3.34,$44.42,$44.42,GPM PROPERTY MANAGEMENT
2025-02-20,2707,7418,63,114997,284876,KWIK SEAL TUB & TILE WHITE 10.1 OZ,1,$6.78,PAINT,CAULKS,LATEX K&B,$0.000000,,$-0.34,$6.44,$6.44,GPM PROPERTY MANAGEMENT
2025-02-20,2707,7418,63,114997,1000037139,MKE INKZALL FINE PT BLACK MARKER 4PK,1,$3.48,HARDWARE,HAND TOOLS,MARKING & LAYOUT TOOLS,$0.000000,,$0.00,$3.48,$3.48,GPM PROPERTY MANAGEMENT
2025-02-20,2707,7418,63,114997,131227,5GAL HOMER BUCKET,1,$3.98,PAINT,SHEETING/BUCKETS,BUCKET/PAINT PAILS,$0.000000,,$0.00,$3.98,$3.98,GPM PROPERTY MANAGEMENT
2025-02-20,2789,8505,90,0,517946,USED EQUIPMENT SALE,1,$800.00,TOOL RENTAL,,,$0.000000,,$0.00,$800.00,$800.00,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2890,61,van stock,178438,"1/2""X260"" PTFE TAPE",1,$0.89,PLUMBING,PIPE AND FITTINGS,PIPE CHEMICALS,$0.000000,,$-0.09,$0.80,$0.80,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2890,61,van stock,182060,"1/2"" GAL PLUG",1,$1.19,PLUMBING,PIPE AND FITTINGS,GALVANIZED FITTINGS,$0.000000,,$-0.12,$1.07,$1.07,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2890,61,van stock,315026,"SCOTCHBLUE 1.88"" 2090",1,$7.98,PAINT,TAPE,PAINTERS TAPE,$0.000000,,$-0.56,$7.42,$7.42,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2890,61,van stock,182079,"3/4"" GAL PLUG",1,$1.59,PLUMBING,PIPE AND FITTINGS,GALVANIZED FITTINGS,$0.000000,,$-0.16,$1.43,$1.43,GPM PROPERTY MANAGEMENT
2025-02-20,2709,2890,61,van stock,182087,"1"" GAL PLUG",1,$1.89,PLUMBING,PIPE AND FITTINGS,GALVANIZED FITTINGS,$0.000000,,$-0.19,$1.70,$1.70,GPM PROPERTY MANAGEMENT
2025-02-20,2707,7417,63,nick personal,667232,HUSKY STITCHED CAP SWIVEL KNEEPAD,1,$19.98,HARDWARE,STORAGE DEVICES,KNEE PADS,$0.000000,,$0.00,$19.98,$19.98,GPM PROPERTY MANAGEMENT
2025-02-19,2789,4774,62,112709 haskell,1004757732,"MAK IMPACT XPS 2"" T25 3PC",1,$6.97,HARDWARE,POWER TOOL ACCESSORIES,SCREWDRIVING DRILL BITS,$0.000000,,$-0.63,$6.34,$6.34,GPM PROPERTY MANAGEMENT
2025-02-19,2789,4774,62,112709 haskell,1005193761,"DECKMATE III, BLACK, 3 IN, 1 LB",1,$8.97,HARDWARE,FASTENERS,DECK SCREWS,$0.000000,,$-0.90,$8.07,$8.07,GPM PROPERTY MANAGEMENT
2025-02-19,6821,5704,2,115208,1001382151,USG DC 3.5QT,1,$10.71,BLDG. MATERIALS,GYPSUM,JOINT TREATMENT,$0.000000,,$0.00,$10.71,$10.71,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,475006,"VINYL WNDO TILT LTCH,WHT 3 3/8",1,$4.93,HARDWARE,BUILDER'S HARDWARE,REPAIR HARDWARE,$0.000000,,$0.00,$4.93,$4.93,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,420381,J-B WELD KWIKWOOD EPOXY PUTTY 1 OZ,1,$6.98,PAINT,ADHESIVES,EPOXIES,$0.000000,,$-0.42,$6.56,$6.56,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,169977,WD-40 MP LUBE & PENETRANT HANDY CAN,1,$4.98,HARDWARE,GARAGE/AUTOMOTIVE,LUBES/GREASE,$0.000000,,$0.00,$4.98,$4.98,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,1004644045,ANVIL PLASTIC PUTTY KNIFE 2 IN,1,$0.98,PAINT,TOOLS/SAFETY,PUTTY KNIVES,$0.000000,,$-0.07,$0.91,$0.91,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,375351,11/16 X2-1/4X7' PFJ WM356 CAS LEG,1,$6.98,MILLWORK,MOULDINGS,PRIMED FINGERJOINT,$0.000000,,$-0.70,$6.28,$6.28,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,596831,"4"" REPLACEMENT VENT CAP & GASKET SET",1,$14.82,PLUMBING,AIR CIRCULATION/ACCES.,DRYER VENTING,$0.000000,,$-0.89,$13.93,$13.93,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,837261,24HC6PNLSB,1,$53.00,MILLWORK,INTERIOR DOORS,MOLDED SLABS,$0.000000,,$-5.83,$47.17,$47.17,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,433052,BUI SCUFF DEFNSE 2750 EGG UPW 128 OZ,1,$42.98,PAINT,INTERIOR PAINT,BEHR ULTRA,$-8.600000,,$0.00,$34.38,$34.38,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,1005694654,"3.5"" 1/4"" SQUEAK-FREE HINGE BB",1,$3.47,HARDWARE,BUILDER'S HARDWARE,DOOR HDWRE & HINGES,$0.000000,,$-0.35,$3.12,$3.12,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,433052,BUI SCUFF DEFNSE 2750 EGG UPW 128 OZ,1,$42.98,PAINT,INTERIOR PAINT,BEHR ULTRA,$-8.590000,,$0.00,$34.39,$34.39,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,1005694654,"3.5"" 1/4"" SQUEAK-FREE HINGE BB",1,$3.47,HARDWARE,BUILDER'S HARDWARE,DOOR HDWRE & HINGES,$0.000000,,$-0.35,$3.12,$3.12,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,1001652121,BEST MICROFIBER 9/16 TRAY SET - 6 PC,1,$15.98,PAINT,APPLICATORS,ROLLER TRAY KITS,$0.000000,,$-1.28,$14.70,$14.70,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,928576,"MD 81"" VYL CLAD REPL WS-WH",1,$6.47,HARDWARE,BUILDER'S HARDWARE,THRESHOLDS,$0.000000,,$-0.65,$5.82,$5.82,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,984590,ALEX PLUS WHITE 10.1 OZ,1,$2.95,PAINT,CAULKS,LATEX,$0.000000,,$-0.15,$2.80,$2.80,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,928576,"MD 81"" VYL CLAD REPL WS-WH",1,$6.47,HARDWARE,BUILDER'S HARDWARE,THRESHOLDS,$0.000000,,$-0.65,$5.82,$5.82,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,375351,11/16 X2-1/4X7' PFJ WM356 CAS LEG,1,$6.98,MILLWORK,MOULDINGS,PRIMED FINGERJOINT,$0.000000,,$-0.70,$6.28,$6.28,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,1007928670,EDGE PROTECT SPONGE 120 GRIT 1PK,1,$5.98,PAINT,ABRASIVES,SANDING SPONGES,$0.000000,,$-0.48,$5.50,$5.50,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,509006,GLASS DOOR KNOB,1,$13.65,HARDWARE,BUILDER'S HARDWARE,,$0.000000,,$0.00,$13.65,$13.65,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,1005686050,"4"" 1/4"" SQUEAK-FREE HINGE SB",1,$4.47,HARDWARE,BUILDER'S HARDWARE,DOOR HDWRE & HINGES,$0.000000,,$-0.45,$4.02,$4.02,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,1004088920,LOCTITE POWER GRAB ULT CLEAR 9 OZ,1,$12.98,PAINT,CONSTRUCTION ADHESIVE,GEN PURPOSE-HEAVY DUTY,$0.000000,,$-0.91,$12.07,$12.07,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,509006,GLASS DOOR KNOB,1,$13.65,HARDWARE,BUILDER'S HARDWARE,,$0.000000,,$0.00,$13.65,$13.65,GPM PROPERTY MANAGEMENT
2025-02-19,2710,1785,51,115093,501913,3M WETDRY 1/3 SHEET 400 GRIT 10PK,1,$8.98,PAINT,ABRASIVES,DRYWALL/WET DRY,$0.000000,,$-0.63,$8.35,$8.35,GPM PROPERTY MANAGEMENT
